term,estimate,std.error,conf.low,conf.high
factor(Year)2010,-2.93354218910133,0.998073990735557,-4.88973126484918,-0.977353113353473
factor(Year)2011,-2.34483292793787,0.961771258089804,-4.22986995515966,-0.459795900716076
factor(Year)2012,-3.47633885870569,1.08823712754045,-5.60924443532429,-1.34343328208709
factor(Year)2013,-2.22622967636809,0.927552080899817,-4.04419834871691,-0.408261004019264
factor(Year)2014,-1.79596809349218,0.907607315912398,-3.57484574478554,-0.0170904421988092
factor(Year)2015,-1.31698705989034,0.877458933627291,-3.03677496771276,0.402800847932068
factor(Year)2016,-1.00441084344269,0.906760201330979,-2.7816281806657,0.772806493780313
factor(Year)2017,-2.1121112983452,0.905594759391105,-3.88704441133998,-0.337178185350421
factor(Year)2018,-1.71890162003962,0.927692724064789,-3.53714594792646,0.0993427078472213
factor(Year)2019,-1.64570600299203,0.992500036117559,-3.59097032843715,0.299558322453084
factor(Year)2021,-2.21781190965189,0.952093161657952,-4.08388021642834,-0.35174360287543
factor(Year)2022,-2.81479722044197,0.992280531868882,-4.75963132546523,-0.869963115418714
factor(Year)2023,-2.13709323223799,0.90300137046382,-3.90694339633739,-0.367243068138591
factor(Year)2024,-2.14903246483372,0.888377233635806,-3.89021984744523,-0.407845082222216
Pass,-0.0672950623253343,0.22292417302796,-0.504218412743511,0.369628288092842
factor(Year)2003,-3.03104680563966,1.5529216679578,-6.07471734564883,0.0126237343694977
factor(Year)2004,-2.58861732019037,1.53507513890379,-5.59730930600462,0.420074665623882
factor(Year)2005,-2.43771182834337,1.51456531482243,-5.4062052976289,0.530781640942164
factor(Year)2006,-2.82668123996995,1.54723065725178,-5.85919760395967,0.205835124019775
factor(Year)2007,-3.13977302125744,1.52517023452475,-6.12905175121846,-0.150494291296424
factor(Year)2008,-3.31682667310682,1.54610297674309,-6.34713282391344,-0.286520522300205
factor(Year)2009,-3.22769252003329,1.5522391386204,-6.27002532712275,-0.185359712943821
factor(Year)2010,-2.34741484341904,1.49611148263159,-5.27973946623378,0.584909779395703
factor(Year)2011,-3.84836709219663,1.63240079350898,-7.04781385580884,-0.648920328584423
factor(Year)2012,-2.30003126043541,1.50278894380049,-5.24544346664935,0.645380945778535
factor(Year)2013,-2.8838372123951,1.5141479853494,-5.85151273094379,0.0838383061535954
factor(Year)2014,-2.68631963240922,1.53361783886326,-5.69215536262937,0.319516097810924
factor(Year)2015,-2.64599885632957,1.50477478235006,-5.59530323457978,0.303305521920636
factor(Year)2016,-2.34337700260408,1.51245321344082,-5.30773082924996,0.620976824041799
factor(Year)2017,-3.48173857014652,1.54584517738193,-6.51153944349003,-0.451937696803017
factor(Year)2018,-2.8224075333663,1.52154388885891,-5.80457875642678,0.159763689694183
factor(Year)2019,-2.9713114021059,1.59199493544985,-6.09156413915777,0.148941334945966
factor(Year)2021,-3.77478055128535,1.57196197627901,-6.85576940985862,-0.693791692712093
factor(Year)2022,-3.0377311174191,1.56236078510239,-6.0999019870775,0.0244397522393109
factor(Year)2023,-2.1827368802823,1.49251939127393,-5.10802113340684,0.742547372842244
factor(Year)2024,-2.93515468146559,1.52227516389608,-5.91875917726173,0.048449814330537
Pass,-0.10475468300105,0.233613218900805,-0.562628178359099,0.353118812357
factor(Year)2003,-2.50942001521949,1.81861578040035,-6.07384144652037,1.0550014160814
factor(Year)2004,-2.86263004125799,1.85912984011463,-6.50645757046638,0.781197487950395
factor(Year)2005,-3.36746799252218,1.85773980318749,-7.00857109941618,0.273635114371824
factor(Year)2006,-2.96792361886708,1.83967341431998,-6.57361725425008,0.637770016515911
factor(Year)2007,-2.20650054296476,1.81363424795619,-5.76115835008728,1.34815726415776
factor(Year)2008,-2.99356566560327,1.82801478581526,-6.57640880900788,0.589277477801331
factor(Year)2009,-3.23692868188926,1.84835923503783,-6.8596462130554,0.38578884927688
factor(Year)2010,-3.02662572014353,1.82309722591181,-6.59983062324555,0.546579182958487
factor(Year)2011,-4.82856053888924,2.03729660649321,-8.8215885134416,-0.835532564336871
factor(Year)2012,-2.96652373354228,1.83665153659188,-6.56629459741252,0.633247130327953
factor(Year)2013,-2.21029785934376,1.79681410344904,-5.73198878901751,1.31139307032998
factor(Year)2014,-1.6812255803796,1.80387764317445,-5.21676079351853,1.85430963275932
factor(Year)2015,-2.99670739844405,1.842623182527,-6.60818247327554,0.614767676387435
factor(Year)2016,-1.90858518715909,1.77726465870526,-5.39195990921727,1.57478953489908
factor(Year)2017,-3.03545444405783,1.82284566791871,-6.60816630255336,0.537257414437701
factor(Year)2018,-2.35040654898885,1.80532355127325,-5.88877568992637,1.18796259194867
factor(Year)2019,-1.82764760814827,1.83257392239634,-5.41942649505239,1.76413127875585
factor(Year)2021,-3.22404330725538,1.8240704826269,-6.7991557584667,0.351069143955945
factor(Year)2022,-2.34878064468599,1.85683372356293,-5.98810786814874,1.29054657877676
factor(Year)2023,-2.57438322159735,1.79274378875666,-6.08809648106828,0.939330037873578
factor(Year)2024,-2.7547619625708,1.81520768901449,-6.31250365749937,0.802979732357781
Pass,-0.407343728485706,0.238088628942715,-0.873988866341948,0.0593014093705359
factor(Year)2003,-2.53906022219046,2.31471062180065,-7.07580967555205,1.99768923117113
factor(Year)2004,-2.91097640907242,2.32511345242297,-7.46811503579102,1.64616221764618
factor(Year)2005,-2.93414052988434,2.30628583303499,-7.45437770068788,1.5860966409192
factor(Year)2006,-3.22433383211933,2.31937607731044,-7.77022741025158,1.32155974601292
factor(Year)2007,-2.50153948938115,2.30346356120989,-7.01624510905291,2.01316613029061
factor(Year)2008,-4.81698676283544,2.49885389136945,-9.71465039254734,0.0806768668764502
factor(Year)2009,-2.8685437591912,2.31014024467867,-7.39633543799795,1.65924791961555
factor(Year)2010,-3.2183855329499,2.32112380992261,-7.7677046040566,1.3309335381568
factor(Year)2011,-3.50383000468504,2.32201058778938,-8.05488712847289,1.04722711910282
factor(Year)2012,-3.49958312290149,2.33051243823528,-8.06730356736526,1.06813732156228
factor(Year)2013,-3.31931715453981,2.33876616737507,-7.90321461085572,1.26458030177609
factor(Year)2014,-2.40672068369931,2.29900740529733,-6.91269239827294,2.09925103087433
factor(Year)2015,-2.2041387571921,2.2865541381266,-6.68570251662127,2.27742500223707
factor(Year)2016,-1.7007307176955,2.29716848153182,-6.20309820791844,2.80163677252743
factor(Year)2017,-1.76866758074518,2.29251265387455,-6.26190981644164,2.72457465495127
factor(Year)2018,-2.97317404381932,2.33357979323823,-7.54690639361667,1.60055830597804
factor(Year)2019,-1.70057544689385,2.30676836571038,-6.22175836436251,2.82060747057482
factor(Year)2021,-2.75328482669356,2.29434402281092,-7.2501164795477,1.74354682616058
factor(Year)2022,-2.92807354170794,2.32426527293229,-7.48354976717239,1.62740268375652
factor(Year)2023,-2.03610213505237,2.28545329765053,-6.51550828679571,2.44330401669097
factor(Year)2024,-3.59913716693651,2.37974295926523,-8.26334765955913,1.06507332568611
Pass,-0.313156898220007,0.23371872875361,-0.771237189089569,0.144923392649555
factor(Year)2003,-3.03611546995827,1.26632549818986,-5.51806783911514,-0.554163100801411
factor(Year)2004,-2.01841273749142,1.19421160641992,-4.35902447599417,0.322199001011341
factor(Year)2005,-2.09644227676108,1.16391292288257,-4.37766968675166,0.184785133229494
factor(Year)2006,-3.57857344423432,1.3330037436635,-6.19121277307184,-0.965934115396796
factor(Year)2007,-2.521765319756,1.17756405461951,-4.8297484562992,-0.213782183212803
factor(Year)2008,-3.22006668410948,1.31056495208603,-5.78872678959856,-0.651406578620406
factor(Year)2009,-2.76524402807213,1.22479882785001,-5.16580561896503,-0.364682437179229
factor(Year)2010,-2.92129564504738,1.18566318852186,-5.24515279234515,-0.597438497749607
factor(Year)2011,-2.47220193764424,1.19243148248208,-4.80932469734083,-0.135079177947655
factor(Year)2012,-2.35649348542799,1.16998383340249,-4.64961966139099,-0.0633673094649878
factor(Year)2013,-2.30278098611146,1.22225267007246,-4.6983521994614,0.0927902272384711
factor(Year)2014,-2.40060472879839,1.17269352233756,-4.69904179748342,-0.102167660113366
factor(Year)2015,-1.75768383738099,1.16226896960015,-4.03568915814575,0.520321483383778
factor(Year)2016,-2.08602646518127,1.16828052463686,-4.37581421730907,0.203761286946528
factor(Year)2017,-1.84822645426686,1.1339426417148,-4.07071319256208,0.374260284028359
factor(Year)2018,-2.09158537555387,1.15843034705046,-4.362067134371,0.178896383263259
factor(Year)2019,-2.39299099889953,1.24562083082015,-4.83436296569988,0.0483809679008278
factor(Year)2021,-2.21940404856039,1.16918531189252,-4.51096515112296,0.0721570540021728
factor(Year)2022,-2.50046292474164,1.19876340348959,-4.8499960215659,-0.150929827917375
factor(Year)2023,-2.24583511945232,1.16022069337923,-4.5198258925937,0.0281556536890646
factor(Year)2024,-2.82519447036429,1.2046492568492,-5.18626362779166,-0.46412531293693
Pass,-0.00089261487172619,0.215566274668611,-0.423394749503672,0.42160951976022
factor(Year)2003,-1.38514778511506,1.2049829662609,-3.74687100097066,0.976575430740542
factor(Year)2004,-2.83178190860762,1.27637423478953,-5.33342943958998,-0.330134377625273
factor(Year)2005,-2.69487633279582,1.20765774994924,-5.06184202834701,-0.327910637244629
factor(Year)2006,-3.35571281435238,1.32745653621881,-5.95747981638353,-0.753945812321222
factor(Year)2007,-2.64960279556043,1.20060553116235,-5.00274639627822,-0.296459194842637
factor(Year)2008,-3.37133675578887,1.26566113041481,-5.85198698803416,-0.890686523543584
factor(Year)2009,-2.65682165210951,1.19602235698992,-5.00098239651447,-0.312660907704549
factor(Year)2010,-2.71955226248909,1.2328837193487,-5.13595994953833,-0.303144575439858
factor(Year)2011,-3.89809354464229,1.50450716841957,-6.846873409227,-0.949313680057594
factor(Year)2012,-1.61998063179358,1.18734464992728,-3.94713338288738,0.707172119300212
factor(Year)2013,-2.28526672595568,1.26913173293277,-4.77271921414082,0.202185762229451
factor(Year)2014,-1.24876544312363,1.16719140793966,-3.53641856574996,1.0388876795027
factor(Year)2015,-1.34619158524596,1.16907913462675,-3.63754458419163,0.945161413699717
factor(Year)2016,-1.75978809747702,1.18776063363463,-4.08775616165537,0.568179966701338
factor(Year)2017,-2.14519515908983,1.18412429664921,-4.46603613374111,0.175645815561452
factor(Year)2018,-2.25229915750394,1.19539131369721,-4.59522307978249,0.0906247647746192
factor(Year)2019,-1.26257990443282,1.34466737295699,-3.89807952661461,1.37291971774898
factor(Year)2021,-2.53430740119042,1.19585635817263,-4.87814279389201,-0.190472008488836
factor(Year)2022,-1.02834302704162,1.18009775851429,-3.34129213196608,1.28460607788284
factor(Year)2023,-1.97762277712654,1.2032508652176,-4.33595113731969,0.380705583066611
factor(Year)2024,-1.6761020909395,1.17439145114653,-3.97786703893842,0.625662857059418
Pass,-0.397913841621859,0.223795500335167,-0.836544962180907,0.0407172789371886
factor(Year)2003,-2.49504794375459,1.63953195757503,-5.70847153210411,0.718375644594917
factor(Year)2004,-1.68055125980918,1.622896451577,-4.86136985553794,1.50026733591959
factor(Year)2005,-1.99729221009333,1.59947354451963,-5.13220275157643,1.13761833138977
factor(Year)2006,-3.5429366617881,1.71330886888398,-6.90096033919376,-0.184912984382445
factor(Year)2007,-1.928946937329,1.60762962556142,-5.07984310390899,1.221949229251
factor(Year)2008,-2.51500712061285,1.6302414273658,-5.71022160435499,0.680207363129286
factor(Year)2009,-3.89573971988556,1.85319695384449,-7.5279390056801,-0.263540434091017
factor(Year)2010,-2.14226120314253,1.60337579734548,-5.28482001962287,1.0002976133378
factor(Year)2011,-2.42772182844932,1.61044382170527,-5.58413371811668,0.728690061218054
factor(Year)2012,-2.16154826063176,1.60998595646934,-5.31706275092694,0.993966229663424
factor(Year)2013,-2.56986318384391,1.63542288091362,-5.77523312992734,0.635506762239532
factor(Year)2014,-2.33430450315097,1.6073786929206,-5.48470885079242,0.816099844490478
factor(Year)2015,-1.99911500022518,1.60304379509663,-5.14102310425497,1.14279310380461
factor(Year)2016,-2.39455765573173,1.62792018357469,-5.58522258524396,0.796107273780493
factor(Year)2017,-1.56981992280305,1.60040012491824,-4.70654652849621,1.56690668289011
factor(Year)2018,-1.35803279314433,1.59292526023778,-4.48010893327448,1.76404334698581
factor(Year)2019,-1.91438284694418,1.68090645637981,-5.20889896282945,1.3801332689411
factor(Year)2021,-2.58764677841245,1.63264397594886,-5.78757017084848,0.612276614023587
factor(Year)2022,-2.10578053093498,1.61631907299357,-5.27370770152754,1.06214663965758
factor(Year)2023,-1.66067145960021,1.6141593755045,-4.8243657008967,1.50302278169627
factor(Year)2024,-1.24662805858433,1.60296524414926,-4.38838220558632,1.89512608841767
Pass,-0.539366639220012,0.222735873102602,-0.975920928566194,-0.102812349873829
factor(Year)2003,-2.86168137254453,1.4349115010988,-5.67405623570049,-0.049306509388575
factor(Year)2004,-3.15516890915142,1.4567152869045,-6.01027840721316,-0.300059411089676
factor(Year)2005,-2.61456828436595,1.42413796195631,-5.40582739881658,0.176690830084682
factor(Year)2006,-3.92799716523383,1.53839433766341,-6.94319466107446,-0.912799669393195
factor(Year)2007,-1.97157861681634,1.39998886836154,-4.71550637756194,0.772349143929253
factor(Year)2008,-2.73875688210593,1.44319384631715,-5.56736484359738,0.0898510793855207
factor(Year)2009,-3.06776279273218,1.45143373475876,-5.91252063880581,-0.223004946658545
factor(Year)2010,-3.09847658700502,1.43931484400963,-5.91948184367778,-0.277471330332255
factor(Year)2011,-2.80917687027848,1.42836323337714,-5.60871736453885,-0.00963637601811485
factor(Year)2012,-2.81262188248959,1.44818181892344,-5.65100609064524,0.0257623256660615
factor(Year)2013,-2.34985647007989,1.40104365564989,-5.09585157592201,0.396138635762228
factor(Year)2014,-2.23809329200879,1.42981814359045,-5.040485357888,0.564298773870415
factor(Year)2015,-2.35300168149236,1.41426954053937,-5.12491904538154,0.418915682396814
factor(Year)2016,-2.46434199653288,1.41096483224816,-5.22978225119188,0.301098258126118
factor(Year)2017,-2.25787102703733,1.40666986517324,-5.01489330091469,0.499151246840025
factor(Year)2018,-2.14364006166998,1.42708415351108,-4.94067360545954,0.653393482119572
factor(Year)2019,-3.08416053363024,1.55991927280776,-6.14154612712335,-0.0267749401371287
factor(Year)2021,-2.35193253374851,1.4160571290437,-5.12735350672534,0.423488439228331
factor(Year)2022,-2.40451235742162,1.42143718420179,-5.19047804474316,0.381453329899922
factor(Year)2023,-2.60077927975013,1.41394565670789,-5.37206184299442,0.170503283494165
factor(Year)2024,-2.59291973619495,1.40968896585858,-5.35585933868128,0.170019866291369
Pass,0.0422594226611998,0.21248267614362,-0.374198969918983,0.458717815241383
factor(Year)2003,-1.93581137623928,1.03809935938797,-3.9704487330138,0.0988259805352447
factor(Year)2004,-2.60075538308794,1.03669959160773,-4.63264924542647,-0.568861520749406
factor(Year)2005,-3.42231442870715,1.07412076592305,-5.52755244496291,-1.3170764124514
factor(Year)2006,-2.68574626167061,1.01312741466081,-4.67143950615597,-0.700053017185252
factor(Year)2007,-4.15785870850305,1.3684327920186,-6.83993769612309,-1.47577972088301
factor(Year)2008,-3.08164323199957,1.0847729311758,-5.20775910850809,-0.955527355491043
factor(Year)2009,-2.77565700637456,1.01353019523292,-4.76213968627493,-0.78917432647419
factor(Year)2010,-4.37121707138063,1.35594400286073,-7.02881848204074,-1.71361566072051
factor(Year)2011,-3.11290967877791,1.04581930215252,-5.16267784533365,-1.06314151222217
factor(Year)2012,-3.1328709009671,1.08957386188807,-5.26839642876393,-0.997345373170266
factor(Year)2013,-2.98433924577181,1.06385823000152,-5.06946306123131,-0.899215430312312
factor(Year)2014,-1.90708411720532,0.966112307749037,-3.80062944541431,-0.0135387889963305
factor(Year)2015,-2.0847376962398,1.02705140063901,-4.09772145176368,-0.0717539407159151
factor(Year)2016,-1.80253891147479,0.941356515990769,-3.6475637794288,0.0424859564792184
factor(Year)2017,-2.26978140440736,1.00048046815129,-4.23068708921967,-0.308875719595054
factor(Year)2018,-2.25789618056698,0.967733016661056,-4.15461803987295,-0.361174321261012
factor(Year)2019,-1.84628642634529,0.993314258149597,-3.79314659764863,0.100573744958038
factor(Year)2021,-2.86319548954695,1.02860291396512,-4.87922015531154,-0.847170823782352
factor(Year)2022,-2.25382510783872,0.989688987286182,-4.19357987881556,-0.314070336861884
factor(Year)2023,-2.53641050522283,0.994887703272777,-4.48635457229925,-0.586466438146415
factor(Year)2024,-3.00545107328928,1.04914122065511,-5.06173008046968,-0.949172066108875
Pass,0.201473812657191,0.232277701792586,-0.253782117268012,0.656729742582394
factor(Year)2003,-2.52863355686635,1.19379151684218,-4.86842193492646,-0.188845178806237
factor(Year)2004,-2.428049183031,1.19975352615898,-4.77952288462753,-0.0765754814344586
factor(Year)2005,-2.3269000157286,1.17909766959634,-4.63788898239253,-0.0159110490646679
factor(Year)2006,-3.61871064265027,1.23053240574514,-6.03050983972017,-1.20691144558038
factor(Year)2007,-3.30273549591663,1.20831749374519,-5.6709942655469,-0.934476726286364
factor(Year)2008,-3.37924795775201,1.21421584089597,-5.75906727536614,-0.999428640137891
factor(Year)2009,-2.83355871689732,1.19637209238976,-5.17840493009007,-0.488712503704569
factor(Year)2010,-2.8090117659826,1.190916142891,-5.14316451465633,-0.474859017308881
factor(Year)2011,-3.41335037987055,1.21787987145551,-5.80035106541962,-1.02634969432147
factor(Year)2012,-2.4787656356687,1.19177377807367,-4.81459931841232,-0.142931952925066
factor(Year)2013,-3.29002544131798,1.2338690694608,-5.70836437909911,-0.87168650353685
factor(Year)2014,-2.3140853352307,1.17240395651804,-4.61195486533832,-0.0162158051230858
factor(Year)2015,-2.00562039969969,1.1740191153027,-4.30665558285456,0.295414783455172
factor(Year)2016,-2.13020936667791,1.18418891667445,-4.45117699425134,0.190758260895516
factor(Year)2017,-2.85387269444534,1.19247340954549,-5.19107762967619,-0.516667759214488
factor(Year)2018,-1.98325923623197,1.17735359573803,-4.29082988094724,0.324311408483304
factor(Year)2019,-2.22798680795587,1.23175512504685,-4.64218249082033,0.186208874908583
factor(Year)2021,-2.40832702231123,1.18164931852067,-4.72431712896805,-0.092336915654418
factor(Year)2022,-2.7335980488081,1.19292006588722,-5.07167841438219,-0.395517683234004
factor(Year)2023,-2.72676736061417,1.18695600158178,-5.05315837494814,-0.400376346280213
factor(Year)2024,-2.69843301907401,1.1873157612249,-5.02552914935157,-0.371336888796448
Pass,0.030985435967364,0.161860026681027,-0.286254386864142,0.348225258798869
factor(Year)2003,-1.99153520824632,1.40525507528244,-4.74578454489203,0.762714128399389
factor(Year)2004,-1.71013228521788,1.40249666451046,-4.45897523609593,1.03871066566018
factor(Year)2005,-1.99606095290719,1.38688841623283,-4.71431229929932,0.722190393484952
factor(Year)2006,-3.09250620786766,1.42425825411132,-5.88400109060975,-0.301011325125574
factor(Year)2007,-2.43862627971947,1.38867952906541,-5.16038814275573,0.283135583316781
factor(Year)2008,-2.83687885900418,1.40666416282716,-5.5938899564886,-0.0798677615197683
factor(Year)2009,-3.29897785038238,1.43433235764856,-6.11021761323399,-0.487738087530778
factor(Year)2010,-2.46300609639006,1.3913282096918,-5.18995927806058,0.263947085280473
factor(Year)2011,-2.35929321338689,1.40215158420795,-5.10745981930026,0.388873392526485
factor(Year)2012,-3.30685651455781,1.43356949889211,-6.11660110172147,-0.497111927394145
factor(Year)2013,-2.26683026068179,1.40401445964297,-5.01864803535549,0.484987513991901
factor(Year)2014,-1.75975570559624,1.38665004077946,-4.47753984468498,0.958028433492495
factor(Year)2015,-1.58035528711898,1.38474805396775,-4.29441160055769,1.13370102631973
factor(Year)2016,-1.62940116627269,1.38558827106042,-4.34510427495224,1.08630194240686
factor(Year)2017,-1.53555995724683,1.38405021244,-4.24824852642425,1.17712861193058
factor(Year)2018,-2.29370112739778,1.39941409615302,-5.03650235531538,0.449100100519821
factor(Year)2019,-1.83385159965645,1.42062641891286,-4.61822821621177,0.950525016898876
factor(Year)2021,-2.31236485338154,1.3937531887665,-5.04407090670173,0.419341199938656
factor(Year)2022,-2.72743154060762,1.41820053274736,-5.50705350764796,0.0521904264327215
factor(Year)2023,-2.12706796219561,1.3933338976034,-4.8579522199371,0.603816295545881
factor(Year)2024,-2.24476527506059,1.39347215695622,-4.97592051615413,0.486389966032944
Pass,-0.278989848520423,0.157282001150796,-0.587256906192371,0.0292772091515243
factor(Year)2003,-2.89785061145671,1.87915389305714,-6.58092456325694,0.785223340343522
factor(Year)2004,-3.20913093917916,1.88204320711966,-6.89786784248196,0.479605964123627
factor(Year)2005,-3.0453439301069,1.87166020368032,-6.71373052061722,0.623042660403423
factor(Year)2006,-3.60847496259116,1.88580537920922,-7.30458558769313,0.0876356625107997
factor(Year)2007,-3.41672708057244,1.8776762868111,-7.09690497734709,0.263450816202221
factor(Year)2008,-3.48066776215551,1.8850415466121,-7.1752813028769,0.21394577856588
factor(Year)2009,-4.18292381502893,1.91658537685959,-7.93936212696984,-0.426485503088012
factor(Year)2010,-2.83508146375909,1.86447665817589,-6.48938856379943,0.819225636281248
factor(Year)2011,-4.15885813013053,1.9039700152906,-7.89057078774429,-0.427145472516779
factor(Year)2012,-2.94448701767533,1.86736460193936,-6.60445438348146,0.715480348130794
factor(Year)2013,-3.11866594202088,1.86681653666821,-6.77755911963436,0.540227235592598
factor(Year)2014,-2.95713228455446,1.87074425064305,-6.62372364010021,0.709459070991297
factor(Year)2015,-3.05999631716108,1.87137119313946,-6.72781645742016,0.607823823098003
factor(Year)2016,-2.55123321339291,1.86720970212571,-6.21089698114307,1.10843055435725
factor(Year)2017,-2.93520139544928,1.86775429693692,-6.59593254941558,0.725529758517019
factor(Year)2018,-2.81581108096084,1.86610068574113,-6.47330121653895,0.84167905461727
factor(Year)2019,-2.77852909704293,1.887839901315,-6.47862731219798,0.921569118112126
factor(Year)2021,-3.82272887048106,1.88301507188363,-7.51337059371907,-0.132087147243049
factor(Year)2022,-2.67083508965632,1.87565521143783,-6.34705175148933,1.00538157217669
factor(Year)2023,-2.68790426465469,1.86619665233157,-6.34558249129378,0.969773961984393
factor(Year)2024,-3.73221472907272,1.89041694428054,-7.43736385562683,-0.0270656025185985
Pass,-0.112257710143585,0.169486376237859,-0.444444903439995,0.219929483152824
factor(Year)2003,-2.40865870561801,1.47229617371941,-5.29430618068419,0.476988769448161
factor(Year)2004,-2.30599949122262,1.47580170978208,-5.19851769071814,0.586518708272893
factor(Year)2005,-2.99382163035526,1.46539755238606,-5.86594805606508,-0.121695204645438
factor(Year)2006,-3.28273542046335,1.4773862006252,-6.1783591649452,-0.387111675981487
factor(Year)2007,-2.56627923144872,1.4529770552978,-5.41406193019547,0.281503467298032
factor(Year)2008,-3.10613553694243,1.47190547940827,-5.99101726522981,-0.221253808655055
factor(Year)2009,-3.0567381967006,1.47130764282122,-5.94044818680871,-0.173028206592486
factor(Year)2010,-2.77304759111746,1.45893234390469,-5.63250244105125,0.0864072588163247
factor(Year)2011,-3.49772108754716,1.47435222358685,-6.38739834630392,-0.608043828790393
factor(Year)2012,-2.73719455273376,1.45909187447045,-5.59696207683088,0.122572971363351
factor(Year)2013,-2.55402369519947,1.47668915599036,-5.44828125730143,0.340233866902483
factor(Year)2014,-1.87568775776278,1.44679450759744,-4.71135288568413,0.959977370158569
factor(Year)2015,-2.92444102418792,1.45998805243069,-5.78596502481085,-0.0629170235649834
factor(Year)2016,-2.09420021218806,1.44654702813252,-4.92938028927125,0.740979864895131
factor(Year)2017,-2.44653466368652,1.45299651692181,-5.2943555065154,0.401286179142358
factor(Year)2018,-2.47273753583001,1.45845024284582,-5.33124748505152,0.385772413391494
factor(Year)2019,-1.86310925573479,1.46920279659555,-4.74269382304759,1.01647531157801
factor(Year)2021,-2.95806443393793,1.45754080266041,-5.81479191314993,-0.101336954725925
factor(Year)2022,-2.80261253321116,1.48791175897942,-5.71886599298447,0.113640926562149
factor(Year)2023,-2.2650092690288,1.44598672662391,-5.09909117533462,0.569072637277031
factor(Year)2024,-2.73827746057082,1.45793540971616,-5.59577835540013,0.119223434258496
Pass,-0.424197402657728,0.163904190810461,-0.745443713561412,-0.102951091754043
factor(Year)2003,-3.15496986589943,2.50212224478359,-8.05903935059178,1.74909961879292
factor(Year)2004,-2.67486269764699,2.48379911432234,-7.54301950655126,2.19329411125728
factor(Year)2005,-3.16634218697219,2.48530252922988,-8.03744563494905,1.70476126100468
factor(Year)2006,-3.80492583777512,2.50320183546359,-8.71111128131831,1.10125960576806
factor(Year)2007,-3.0343922694583,2.48696573098201,-7.90875553296837,1.83997099405177
factor(Year)2008,-4.1004244900241,2.51820192669881,-9.03600957215314,0.835160592104944
factor(Year)2009,-3.41692659995523,2.49521401819043,-8.30745620932794,1.47360300941749
factor(Year)2010,-3.42708507759998,2.48642786678265,-8.30039414665073,1.44622399145076
factor(Year)2011,-3.4033193078815,2.48681417527562,-8.27738552766539,1.47074691190239
factor(Year)2012,-3.55098343975613,2.49095202225765,-8.43315969059834,1.33119281108607
factor(Year)2013,-3.47267584537924,2.49511655847812,-8.36301443722588,1.4176627464674
factor(Year)2014,-2.5495073116165,2.47859548267087,-7.40746518989507,2.30845056666208
factor(Year)2015,-2.9067865371196,2.4802270829095,-7.76794229310305,1.95436921886387
factor(Year)2016,-2.04063603180089,2.47732750074964,-6.8961087111808,2.81483664757902
